,name,system,lam_ori,lam_ori_up,lam_ori_down,lambda,lambda_up,lambda_down,lambda_ref_link,vsini,vsini_up,vsini_down,teff,teff_up,teff_down,mstar,mstar_up,mstar_down,rstar,rstar_up,rstar_down,period,period_up,period_down,ar,ar_up,ar_down,mplanet,mplanet_up,mplanet_down,rplanet,rplanet_up,rplanet_down,ecc,ecc_up,ecc_down,age,age_up,age_down,prot_lit,prot_lit_up,prot_lit_down,prot_lit_ref_link,istar_lit,istar_lit_up,istar_lit_down,istar_lit_ref_link,psi_lit,psi_lit_up,psi_lit_down,psi_lit_ref_link,psi_lit_flag,psi_lit_comment
30,HAT-P-69b,HAT-P-69,30.299999237060547,6.099999904632568,7.300000190734863,30.299999237060547,6.099999904632568,7.300000190734863,https://ui.adsabs.harvard.edu/abs/arXiv:1906.00462,77.43000030517578,0.639999985694885,0.5299999713897701,7724,250,360,1.698,0.025,0.025,1.854,0.042999999999999004,0.021999999999999003,4.786999999999999,0.0,0.0,7.68894348076738,0.182391957246126,0.10342982715703901,3.73,0.6099999999999991,0.5899999999999991,1.625999999999999,0.032,0.025,0.0,1.0,1.0,1.269999980926513,0.43999999761581404,0.280000001192092,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
31,HAT-P-6b,HAT-P-6,165.0,6.0,6.0,165.0,6.0,6.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,7.800000190734863,0.600000023841857,0.600000023841857,6570,80,80,1.294999999999999,0.068,0.068,1.518,0.07099999999999901,0.07099999999999901,3.853,0.0,0.0,7.4288106818116475,0.371099648149808,0.371099648149808,1.062999999999999,0.057,0.057,1.395,0.081,0.081,0.0,0.043999999999999005,0.0,2.299999952316284,0.5,0.699999988079071,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
32,HAT-P-70b,HAT-P-70,113.0999984741211,5.099999904632568,3.400000095367431,113.0999984741211,5.099999904632568,3.400000095367431,https://ui.adsabs.harvard.edu/abs/arXiv:1906.00462,99.8499984741211,0.639999985694885,0.6100000143051141,8450,540,690,1.889999999999999,0.01,0.012999999999999,1.858,0.11899999999999901,0.09099999999999901,2.744,0.0,0.0,5.484908390914953,0.353121428053406,0.29532522508672504,0.0,6.78,0.0,1.87,0.14999999999999902,0.1,0.0,1.0,1.0,0.600000023841857,0.37999999523162803,0.20000000298023202,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
33,HAT-P-7b,HAT-P-7,142.0,12.0,16.0,142.0,12.0,16.0,https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M,2.700000047683715,0.5,0.5,6310,15,15,1.59,0.029999999999999003,0.029999999999999003,2.02,0.01,0.01,2.205,0.0,0.0,4.050714839593883,0.043254043104189004,0.043254043104189004,1.87,0.029999999999999003,0.029999999999999003,1.526,0.008,0.008,0.0,0.004,0.0,2.079999923706054,0.280000001192092,0.23000000417232502,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,36.0,0.0,https://ui.adsabs.harvard.edu/abs/2014A&A...570A..54L,97.0,14.0,14.0,https://ui.adsabs.harvard.edu/abs/2014A&A...570A..54L,2,"seismic value, should be good"
34,HAT-P-8b,HAT-P-8,-17.0,9.199999809265137,11.5,17.0,11.5,9.199999809265137,https://ui.adsabs.harvard.edu/abs/2011A&A...533A.113M,14.5,0.8000000119209281,0.8000000119209281,6200,80,80,1.191999999999999,0.07499999999999901,0.07499999999999901,1.475,0.034,0.034,3.076,0.0,0.0,6.400308078941738,0.19841265580712503,0.19841265580712503,1.274999999999999,0.052999999999999006,0.052999999999999006,1.321,0.04,0.04,0.0,0.006,0.0,3.400000095367431,1.0,1.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
35,HAT-P-9b,HAT-P-9,-16.0,8.0,8.0,16.0,8.0,8.0,https://ui.adsabs.harvard.edu/abs/2011A&A...533A.113M,12.5,1.7999999523162842,1.7999999523162842,6350,150,150,1.28,0.1,0.1,1.339,0.08,0.08,3.923,0.0,0.0,8.495784237542154,0.5551584951198361,0.5551584951198361,0.778,0.083,0.083,1.379999999999999,0.1,0.1,0.0,0.16,0.0,1.600000023841857,1.7999999523162842,1.399999976158142,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
36,HATS-2b,HATS-2,8.0,8.0,8.0,8.0,8.0,8.0,https://ui.adsabs.harvard.edu/abs/2013A&A...558A..55M,1.5,0.5,0.5,5227,95,95,0.8820000000000001,0.036999999999999006,0.036999999999999006,0.898,0.019,0.019,1.354,0.0,0.0,5.507821774992224,0.13689998268192102,0.13689998268192102,1.345,0.14999999999999902,0.14999999999999902,1.167999999999999,0.029999999999999003,0.029999999999999003,0.0,0.28999999999999904,0.0,9.7,2.899999999999999,2.899999999999999,24.98,0.04,0.04,https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
37,HATS-3b,HATS-3,3.0,25.0,25.0,3.0,25.0,25.0,https://ui.adsabs.harvard.edu/abs/2014ApJ...792..112A,5.75,2.9800000190734863,2.9800000190734863,6351,76,76,1.209,0.035999999999999005,0.035999999999999005,1.403999999999999,0.029999999999999003,0.029999999999999003,3.548,0.0,0.0,7.428532198880105,0.17014273405531302,0.183413442563536,1.071,0.136,0.136,1.381,0.035,0.035,0.0,0.29999999999999905,0.0,3.2,0.5999999999999991,0.4,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
38,HATS-70b,HATS-70,8.899999618530273,5.599999904632568,4.5,8.899999618530273,5.599999904632568,4.5,https://ui.adsabs.harvard.edu/abs/arXiv:1811.06925,40.61000061035156,0.319999992847442,0.349999994039535,7930,630,820,1.78,0.12,0.12,1.881,0.058999999999999005,0.066,1.887999999999999,0.0,0.0,4.152268451268067,0.155306087324595,0.176406911237201,12.9,1.8,1.6,1.383999999999999,0.079,0.07399999999999901,0.0,0.17999999999999902,0.0,0.810000002384185,0.5,0.330000013113021,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
39,HD106315c,HD 106315,-10.899999618530273,3.599999904632568,3.799999952316284,10.899999618530273,3.799999952316284,3.599999904632568,https://ui.adsabs.harvard.edu/abs/arXiv:1807.00024,13.0,0.280000001192092,0.280000001192092,6364,87,87,1.153999999999999,0.042,0.042,1.268999999999999,0.024,0.024,21.058,0.0,0.0,26.520462835922928,0.5960189118421381,0.605341250911343,0.037999999999999,0.012,0.012,0.391,0.008,0.008,0.22,0.14999999999999902,0.14999999999999902,4.0,1.0,1.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
40,HD149026b,HD 149026,12.0,7.0,7.0,12.0,7.0,7.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,7.699999809265136,0.8000000119209281,0.8000000119209281,6147,50,50,1.345,0.02,0.02,1.540999999999999,0.04599999999999901,0.042,2.875999999999999,0.0,0.0,6.018734676341234,0.201262883032604,0.18170408681147102,0.36799999999999905,0.012999999999999,0.014,0.8129999999999991,0.027,0.025,0.0,0.012999999999999,0.0,2.900000095367431,0.300000011920928,0.300000011920928,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
41,HD17156b,HD 17156,10.0,5.099999904632568,5.099999904632568,10.0,5.099999904632568,5.099999904632568,https://ui.adsabs.harvard.edu/abs/2009PASJ...61..991N,4.179999828338623,0.310000002384185,0.310000002384185,6079,56,56,1.296999999999999,0.07,0.07,1.487,0.042,0.042,21.216,0.0,0.0,23.673697297168854,0.7892972143755961,0.7892972143755961,3.262,0.113,0.113,1.064999999999999,0.035,0.035,0.6703,0.0014,0.001299999999999,3.369999885559082,0.20000000298023202,0.46999999880790705,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
42,HD189733b,HD 189733,-0.40000000596046403,0.20000000298023202,0.20000000298023202,0.40000000596046403,0.20000000298023202,0.20000000298023202,https://ui.adsabs.harvard.edu/abs/2016A&A...588A.127C,3.25,0.019999999552965,0.019999999552965,5050,50,50,0.8399999999999991,0.042,0.042,0.752,0.025,0.025,2.218999999999999,0.0,0.0,8.984971821975579,0.33366927124488505,0.33366927124488505,1.149999999999999,0.039,0.039,1.151,0.037999999999999,0.037999999999999,0.0,0.003899999999999,0.0,6.199999809265136,3.400000095367431,3.400000095367431,11.95199966430664,0.017000000923871002,0.017000000923871002,https://ui.adsabs.harvard.edu/abs/2008AJ....135...68H,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,7.0,12.0,4.0,https://ui.adsabs.harvard.edu/abs/2016A&A...588A.127C,0,
43,HD209458b,HD 209458,0.600000023841857,0.40000000596046403,0.40000000596046403,0.600000023841857,0.40000000596046403,0.40000000596046403,https://ui.adsabs.harvard.edu/abs/arXiv:2011.03746,4.800000190734863,0.20000000298023202,0.20000000298023202,6117,50,50,1.147999999999999,0.04,0.04,1.161999999999999,0.014,0.014,3.524999999999999,0.0,0.0,8.784994278742612,0.14684361300505303,0.14684361300505303,0.7139999999999991,0.017,0.017,1.379999999999999,0.017,0.017,0.0,0.008099999999999,0.0,4.0,1.200000047683715,1.200000047683715,10.649999618530273,0.75,0.75,https://ui.adsabs.harvard.edu/abs/2015A%26A...577A..90M/,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
44,HD3167c,HD 3167,-98.0,23.0,23.0,98.0,23.0,23.0,https://ui.adsabs.harvard.edu/abs/arXiv:1906.11013,2.099999904632568,0.40000000596046403,0.40000000596046403,5261,60,60,0.8369999999999991,0.052999999999999006,0.042999999999999004,0.88,0.012,0.012999999999999,29.845,0.0,0.0,43.864194650828644,0.820779698184932,0.8577844121344991,0.0308,0.004,0.004,0.269,0.036999999999999006,0.025,0.0,0.267,0.0,7.800000190734863,4.300000190734863,4.300000190734863,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
45,HD332231b,HD 332231,2.299999952316284,2.200000047683715,2.400000095367431,2.299999952316284,2.200000047683715,2.400000095367431,https://ui.adsabs.harvard.edu/abs/Knudstrup_in_prep,5.5,0.20000000298023202,0.20000000298023202,6089,97,96,1.126999974250793,0.076999999582767,0.076999999582767,1.276999950408935,0.039000000804662004,0.035999998450279,18.71,5e-05,5e-05,24.209999084472656,0.620000004768371,0.7799999713897701,0.24400000274181302,0.020999999716877,0.020999999716877,0.8669999837875361,0.027000000700354004,0.025000000372529002,0.0,0.04,0.04,4.300000190734863,2.5,1.899999976158142,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
46,HD63433b,HD 63433,8.0,33.0,45.0,8.0,33.0,45.0,https://ui.adsabs.harvard.edu/abs/arXiv:2005.00047,7.300000190734863,0.300000011920928,0.300000011920928,5640,74,74,0.9899999999999991,0.029999999999999003,0.029999999999999003,0.912,0.034,0.029999999999999003,7.107999999999999,0.0,0.0,16.74140449704206,0.997503454230479,1.112607032653174,0.017000000923871002,0.9829999804496761,0.017000000923871002,0.192,0.008999999999999,0.008999999999999,0.085,0.17899999999999902,0.067,0.41400000452995306,0.23000000417232502,0.23000000417232502,6.449999809265136,0.050000000745058004,0.050000000745058004,https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M,90.0,0.0,19.0,https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
47,HD63433c,HD 63433,8.0,33.0,45.0,8.0,33.0,45.0,https://ui.adsabs.harvard.edu/abs/2020AJ....160..193D,7.300000190734863,0.300000011920928,0.300000011920928,5640,74,74,0.9899999999999991,0.029999999999999003,0.029999999999999003,0.912,0.034,0.029999999999999003,7.107999999999999,0.0,0.0,16.74140449704206,0.997503454230479,1.112607032653174,0.023000000044703,0.023000000044703,0.023000000044703,0.192,0.008999999999999,0.008999999999999,0.085,0.17899999999999902,0.067,0.41400000452995306,0.23000000417232502,0.23000000417232502,6.449999809265136,0.050000000745058004,0.050000000745058004,https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M,90.0,0.0,19.0,https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
48,HD80606b,HD 80606,42.0,8.0,8.0,42.0,8.0,8.0,https://ui.adsabs.harvard.edu/abs/2010A&A...516A..95H,1.700000047683715,0.300000011920928,0.300000011920928,5584,13,13,1.018,0.057,0.057,1.036999999999999,0.035,0.035,111.437,0.0,0.0,94.64447329586153,3.658479685103276,3.658479685103276,4.113999999999999,0.155,0.155,1.002999999999999,0.027,0.027,0.9322599999999991,0.00064,0.000689999999999,4.699999809265136,0.600000023841857,0.600000023841857,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
49,K2-25b,K2-25,3.0,16.0,16.0,3.0,16.0,16.0,https://ui.adsabs.harvard.edu/abs/arXiv:2007.12766,8.899999618530273,0.600000023841857,0.600000023841857,3207,58,58,0.2634,0.0077,0.0077,0.2932,0.009299999999999,0.009299999999999,3.484999999999999,0.0,0.0,21.049719360306753,1.104723916060124,1.104723916060124,0.076999999999999,0.017999999999999003,0.016,0.30599999999999905,0.010999999999999,0.010999999999999,0.42799999999999905,0.05,0.049,0.725000023841857,0.075000002980232,0.075000002980232,1.878000020980835,0.0049999998882410005,0.0049999998882410005,https://ui.adsabs.harvard.edu/abs/arXiv:2007.12766,90.0,12.0,12.0,https://ui.adsabs.harvard.edu/abs/arXiv:2007.12766,17.0,11.0,8.0,https://ui.adsabs.harvard.edu/abs/arXiv:2007.12766,1,
50,K2-290b,K2-290,173.0,45.0,53.0,173.0,45.0,53.0,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,6.900000095367431,0.5,0.5,6302,120,120,1.194000005722045,0.06700000166893001,0.06700000166893001,1.511000037193298,0.075000002980232,0.07519999891519501,9.21165,0.00033000000000000005,0.00033000000000000005,13.149999618530273,0.6899999976158141,0.6899999976158141,0.023912019382703,0.06607268513641601,0.023912019382703,0.27269148485772404,0.014258378241139001,0.014258378241139001,0.0,1.0,0.0,4.0,1.600000023841857,0.8000000119209281,6.630000114440918,0.660000026226043,0.660000026226043,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,39.0,7.0,7.0,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,124.0,6.0,6.0,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,2,"same data, same method as us"
51,K2-290c,K2-290,153.0,8.0,8.0,153.0,8.0,8.0,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,6.900000095367431,0.5,0.600000023841857,6302,120,120,1.194000005722045,0.06700000166893001,0.06700000166893001,1.511000037193298,0.075000002980232,0.07519999891519501,48.36685,0.00040999999999900003,0.00040999999999900003,43.5,1.200000047683715,1.200000047683715,1.006000041961669,0.050000000745058004,0.050000000745058004,0.773999989032745,0.046999998390674,0.046999998390674,0.0,0.24099999999999902,0.0,4.0,1.600000023841857,0.8000000119209281,6.630000114440918,0.660000026226043,0.660000026226043,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,39.0,7.0,7.0,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,124.0,6.0,6.0,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,2,"same data, same method as us"
52,K2-29b,K2-29,1.5,8.699999809265137,8.699999809265137,1.5,8.699999809265137,8.699999809265137,https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S,3.700000047683715,0.5,0.5,5358,38,38,0.9399999999999991,0.02,0.02,0.8599999999999991,0.01,0.01,3.258999999999999,0.0,0.0,10.544683020110064,0.13651131481710402,0.13651131481710402,0.7299999999999991,0.04,0.04,1.189999999999999,0.02,0.02,0.065999999642372,0.021999999880790003,0.065999999642372,2.599999904632568,1.200000047683715,2.349999904632568,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
53,K2-34b,K2-34,-1.0,10.0,9.0,1.0,9.0,10.0,https://ui.adsabs.harvard.edu/abs/2016ApJ...825...53H,5.0,1.299999952316284,1.399999976158142,6131,47,47,1.204,0.031,0.031,1.383,0.04599999999999901,0.04599999999999901,3.0,0.0,0.0,6.729665086191134,0.23111094744715502,0.23111094744715502,1.649,0.098,0.098,1.217,0.052999999999999006,0.052999999999999006,0.0,0.021999999880790003,1.0,2.880000114440918,0.259999990463256,0.23999999463558103,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
54,KELT-17b,KELT-17,-115.9000015258789,4.099999904632568,4.099999904632568,115.9000015258789,4.099999904632568,4.099999904632568,https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z,44.20000076293945,1.5,1.299999952316284,7454,49,49,1.635,0.066,0.060999999999999006,1.645,0.059999999999999006,0.055,3.08,0.0,0.0,6.380743470119168,0.24775907019964602,0.227754275111224,1.31,0.28,0.28999999999999904,1.524999999999999,0.065,0.059999999999999006,0.0,0.990000009536743,0.0,0.6499999761581421,0.150000005960464,0.150000005960464,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,116.0,4.0,4.0,https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z,1,
55,KELT-19b,KELT-19,-179.6999969482422,3.700000047683715,3.799999952316284,179.6999969482422,3.799999952316284,3.700000047683715,https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S,84.19999694824219,2.0,2.0,7500,110,110,1.62,0.25,0.2,1.83,0.099,0.099,4.612,8.8e-06,8.8e-06,7.485429457499888,0.5446891035054531,0.5144413512009001,0.0,4.07,0.0,1.909999999999999,0.11,0.11,0.0,1.0,1.0,1.100000023841857,0.10000000149011601,0.10000000149011601,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
56,KELT-1b,KELT-1,2.0,16.0,16.0,2.0,16.0,16.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S,56.0,2.0,2.0,6516,49,49,1.335,0.063,0.063,1.471,0.044999999999999006,0.035,1.218,0.0,0.0,3.61380049482669,0.12438720678300401,0.103169235764481,27.38,0.93,0.93,1.116,0.037999999999999,0.029,0.009999999776482001,0.009999999776482001,0.007000000216066,1.75,0.25,0.25,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
57,KELT-21b,KELT-21,-5.599999904632568,1.700000047683715,1.899999976158142,5.599999904632568,1.899999976158142,1.700000047683715,https://ui.adsabs.harvard.edu/abs/arXiv:1712.03241,146.02999877929688,0.47999998927116305,0.47999998927116305,7598,81,84,1.458,0.029,0.028,1.637999999999999,0.034,0.034,3.613,0.0,0.0,6.858318504910104,0.14959026538789202,0.14919222888119302,0.0,3.899999999999999,0.0,1.586,0.039,0.04,0.0,1.0,1.0,1.600000023841857,0.10000000149011601,0.10000000149011601,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
58,KELT-24b,KELT-24,2.599999904632568,5.099999904632568,3.599999904632568,2.599999904632568,5.099999904632568,3.599999904632568,https://ui.adsabs.harvard.edu/abs/arXiv:1906.03276,19.760000228881836,0.159999996423721,0.159999996423721,6508,49,49,1.461,0.056,0.059999999999999006,1.506,0.021999999999999003,0.021999999999999003,5.551999999999999,0.0,0.0,9.954019568952242,0.192181926837955,0.199838007032432,5.179999999999999,0.22,0.20999999999999902,1.272,0.021,0.021999999999999003,0.076999999999999,0.024,0.025999999999999003,0.7799999713897701,0.6100000143051141,0.41999998688697804,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
59,KELT-6b,KELT-6,-36.0,11.0,11.0,36.0,11.0,11.0,https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D,4.119999885559082,0.259999990463256,0.259999990463256,6272,61,61,1.126000046730041,0.057999998331069,0.057999998331069,1.529000043869018,0.14300000667572002,0.13699999451637201,7.846,0.0,0.0,11.16571872600638,1.053704322529001,1.010102622039593,0.42999999999999905,0.044999999999999006,0.04599999999999901,1.193,0.13,0.076999999999999,0.0,0.035999999999999005,0.0,4.900000095367431,0.660000026226043,0.46000000834465005,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
60,KELT-7b,KELT-7,2.700000047683715,0.600000023841857,0.600000023841857,2.700000047683715,0.600000023841857,0.600000023841857,https://ui.adsabs.harvard.edu/abs/2016MNRAS.460.3376Z,69.30000305175781,0.20000000298023202,0.20000000298023202,6789,50,49,1.534999999999999,0.066,0.05399999999999901,1.732,0.042999999999999004,0.044999999999999006,2.734999999999999,0.0,0.0,5.481648698829809,0.15635448795994902,0.15637228789486102,1.28,0.17999999999999902,0.17999999999999902,1.532999999999999,0.04599999999999901,0.047,0.0,1.0,1.0,1.200000047683715,0.20000000298023202,0.20000000298023202,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
61,KELT-9b,KELT-9,-88,15,15,88,15,15,https://ui.adsabs.harvard.edu/abs/arXiv:2004.13733,111.4000015258789,1.299999952316284,1.299999952316284,9600,400,400,2.319999999999999,0.16,0.16,2.418,0.058,0.058,1.481,0.0,0.0,2.995326478383156,0.09987116218233501,0.09987116218233501,2.879999999999999,0.34999999999999903,0.34999999999999903,1.935999999999999,0.047,0.047,0.0,0.035,0.0,0.300000011920928,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,88,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,2,
62,Kepler-13b,Kepler-13,59.20000076293945,0.050000000745058004,0.050000000745058004,59.20000076293945,0.050000000745058004,0.050000000745058004,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470..932H,62.70000076293945,0.20000000298023202,0.20000000298023202,7650,250,250,1.72,0.1,0.1,1.71,0.04,0.04,1.764,0.0,0.0,6.148261152002903,0.16241070255521,0.208464033104304,6.0,3.0,3.0,1.405999999999999,0.037999999999999,0.037999999999999,0.0,1.0,1.0,0.7080000042915341,0.182999998331069,0.145999997854232,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,60.25,0.05,0.05,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470..932H,2,
63,Kepler-17b,Kepler-17,0.0,15.0,15.0,0.0,15.0,15.0,https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D,4.699999809265136,1.0,1.0,5781,85,85,1.066,0.05,0.161,0.9829999999999991,0.019,0.05,1.486,0.0,0.0,5.698789154770915,0.14204844512775,0.41070435828075,2.339999999999999,0.08899999999999901,0.24399999999999902,1.31,0.024,0.067,0.0,1.0,1.0,2.900000095367431,1.5,1.600000023841857,12.01,0.16,0.16,https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,15.0,15.0,https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D,0,
64,Kepler-25c,Kepler-25,-0.5,5.699999809265136,5.699999809265136,0.5,5.699999809265136,5.699999809265136,https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A,8.199999809265137,0.20000000298023202,0.20000000298023202,6270,79,79,1.165,0.027,0.029,1.316,0.016,0.014999999999999002,12.72,0.0,0.0,18.6200008392334,0.23999999463558103,0.23999999463558103,0.047899999999999006,0.0041,0.0051,0.46539999999999904,0.006199999999999001,0.005799999999999,0.060999999999999006,0.004899999999999001,0.0041,2.75,0.300000011920928,0.300000011920928,23.14699935913086,0.039000000804662004,0.039000000804662004,https://ui.adsabs.harvard.edu/abs/2013ApJ...775L..11M,90.0,0.0,21.299999237060547,https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C,12.600000381469727,11.0,6.69999885559082,https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C,0,
65,Kepler-30c,Kepler-30,4.0,10.0,10.0,4.0,10.0,10.0,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,1.940000057220459,0.5,0.5,5498,54,54,0.9899999999999991,0.08,0.08,0.9499999999999991,0.12,0.12,60.325,0.0,0.0,67.85673229626995,8.57137701000988,8.57137701000988,1.685999999999999,0.016,0.016,1.069,0.025,0.025,0.011099999770522001,0.001000000047497,0.001000000047497,2.0,0.8000000119209281,0.8000000119209281,16.0,0.40000000596046403,0.40000000596046403,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
