,name,system,lam_ori,lam_ori_up,lam_ori_down,lambda,lambda_up,lambda_down,lambda_ref_link,vsini,vsini_up,vsini_down,teff,teff_up,teff_down,mstar,mstar_up,mstar_down,rstar,rstar_up,rstar_down,period,period_up,period_down,ar,ar_up,ar_down,mplanet,mplanet_up,mplanet_down,rplanet,rplanet_up,rplanet_down,ecc,ecc_up,ecc_down,age,age_up,age_down,prot_lit,prot_lit_up,prot_lit_down,prot_lit_ref_link,istar_lit,istar_lit_up,istar_lit_down,istar_lit_ref_link,psi_lit,psi_lit_up,psi_lit_down,psi_lit_ref_link,psi_lit_flag,psi_lit_comment
66,Kepler-410b,Kepler-410,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,12.899999618530273,0.600000023841857,0.600000023841857,6375,44,44,1.214,0.029999999999999003,0.033,1.352,0.01,0.01,17.834,0.0,0.0,19.50033884594205,0.76135285775753,0.76135285775753,0.0,-1.0,-1.0,0.25319999999999904,0.004799999999999,0.004799999999999,0.17,0.07,0.059999999999999006,2.759999990463256,0.540000021457672,0.540000021457672,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,82.5,7.5,2.5,https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
67,Kepler-420b,Kepler-420,74.0,32.0,46.0,74.0,32.0,46.0,https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S,7.300000190734863,0.600000023841857,0.600000023841857,5520,80,80,0.9899999999999991,0.05,0.05,1.129999999999999,0.14,0.14,86.648,0.0,0.0,72.69646596407208,9.078731778081506,9.078731778081506,1.45,0.34999999999999903,0.34999999999999903,0.9399999999999991,0.12,0.12,0.772,0.044999999999999006,0.044999999999999006,9.300000190734863,0.300000011920928,0.300000011920928,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
68,Kepler-432b,Kepler-432,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,2.700000047683715,0.5,0.5,5020,60,60,1.32,0.1,0.07,4.059999999999999,0.12,0.08,50.501,0.0,0.0,15.942955773579445,0.96966355227692,0.6619285606655491,5.41,0.32,0.17999999999999902,1.145,0.035999999999999005,0.039,0.47749999999999904,0.007300000000000001,0.007300000000000001,9.300000190734863,0.8,1.0,77.0,14.0,14.0,https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B,90.0,0.0,8.0,https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
69,Kepler-448b,Kepler-448,-7.099999904632568,4.199999809265136,2.799999952316284,7.099999904632568,2.799999952316284,4.199999809265136,https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J,66.43000030517578,1.0,0.949999988079071,6820,120,120,1.452,0.09299999999999901,0.09299999999999901,1.629999999999999,0.14999999999999902,0.14999999999999902,17.855,0.0,0.0,19.921302135113248,1.87548616967614,1.87548616967614,5.0,5.0,5.0,1.439999999999999,0.13,0.13,0.340000003576278,0.07999999821186,0.070000000298023,1.399999976158142,0.5,0.5,1.2450000047683711,0.12399999797344201,0.12399999797344201,https://ui.adsabs.harvard.edu/abs/2013ApJ...775L..11M,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
70,Kepler-50c,Kepler-50,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,8.0,1.200000047683715,1.0,6225,66,66,1.24,0.05,0.05,1.58,0.02,0.02,9.376,0.0,0.0,11.841058998157472,1.9113438655038002,3.133981227912517,0.0,0.021999999999999003,0.0,0.194,0.006,0.007,0.0,0.10000000149011601,0.0,3.799999952316284,0.8000000119209281,0.8000000119209281,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,82.0,8.0,7.0,https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
71,Kepler-56c,Kepler-56,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,1.700000047683715,1.0,1.0,4840,97,97,1.32,0.13,0.13,4.23,0.14999999999999902,0.14999999999999902,21.402,0.0,0.0,8.39842899775297,0.42268319648335906,0.42268319648335906,0.5689999999999991,0.066,0.059999999999999006,0.874,0.041,0.041,0.0,1.0,1.0,3.5,1.299999952316284,1.299999952316284,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,47.0,6.0,6.0,https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
72,Kepler-63b,Kepler-63,-110.0,22.0,14.0,110.0,14.0,22.0,https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S,5.599999904632568,0.8000000119209281,0.8000000119209281,5576,50,50,0.9839999999999991,0.035,0.04,0.901,0.027,0.021999999999999003,9.434,5e-05,5e-05,19.093853028781616,0.7451505074950211,0.6672489556275341,0.38,0.0,0.0,0.544,0.017999999999999003,0.017999999999999003,0.0,0.44999998807907104,0.0,0.20999999344348902,0.045000001788139,0.045000001788139,5.400000095367431,0.009999999776482001,0.009999999776482001,https://ui.adsabs.harvard.edu/abs/2015A%26A...577A..90M/,138.0,7.0,7.0,https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S,104.0,9.0,14.0,https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S,2,
73,Kepler-65b,Kepler-65,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,10.399999618530273,0.600000023841857,0.600000023841857,6211,66,66,1.248,0.017999999999999003,0.021,1.437,0.032,0.027,2.154999999999999,0.0,0.0,5.237688372152299,0.32122010219317804,0.17910738263956702,0.008,0.008,0.005,0.1288,0.0033,0.0028,0.028,0.031,0.02,2.900000095367431,0.699999988079071,0.699999988079071,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,81.0,9.0,16.0,https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
74,Kepler-89d,Kepler-89,-6.0,13.0,11.0,6.0,11.0,13.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...759L..36H,7.300000190734863,0.600000023841857,0.600000023841857,6182,82,82,1.276999999999999,0.05,0.05,1.52,0.14,0.14,22.343,0.0,0.0,23.824669160297606,2.216341127472689,2.216341127472689,0.333,0.035,0.035,1.004999999999999,0.095,0.095,0.021999999999999003,0.037999999999999,0.033,3.900000095367431,0.300000011920928,0.20000000298023202,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
75,Kepler-8b,Kepler-8,5.0,7.0,7.0,5.0,7.0,7.0,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,8.899999618530273,1.0,1.0,6213,150,150,1.23,0.07199999999999901,0.07199999999999901,1.495,0.036999999999999006,0.036999999999999006,3.523,0.0,0.0,6.976360673730881,0.24414281681141803,0.24414281681141803,0.5899999999999991,0.12,0.12,1.381,0.036999999999999006,0.036999999999999006,0.0,1.0,1.0,3.799999999999999,1.5,1.5,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
76,Kepler-9b,Kepler-9,-13.0,16.0,16.0,13.0,16.0,16.0,https://ui.adsabs.harvard.edu/abs/arXiv:1712.06409,2.740000009536743,0.40000000596046403,0.40000000596046403,5774,60,60,1.022,0.029,0.039,0.9579999999999991,0.02,0.02,19.243,0.0,0.0,32.05465283757207,0.7393159319139061,0.7393159319139061,0.1365,0.005,0.0063,0.7359999999999991,0.008,0.008,0.06378,0.0004,0.0004,3.0,1.0,1.0,16.746000289916992,0.076999999582767,0.076999999582767,https://ui.adsabs.harvard.edu/abs/2013ApJ...775L..11M,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
77,MASCARA-1b,MASCARA-1,69.5,3.0,3.0,69.5,3.0,3.0,https://ui.adsabs.harvard.edu/abs/2017A&A...606A..73T,109.0,3.0,3.0,7554,150,150,1.72,0.07,0.07,2.1,0.2,0.2,2.145999999999999,0.0,0.0,4.403292546988607,0.661829911302892,0.661829911302892,3.7,0.9,0.9,1.5,0.29999999999999905,0.29999999999999905,0.0,1.0,1.0,1.0,0.20000000298023202,0.20000000298023202,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
78,MASCARA-2b,MASCARA-2,3.400000095367431,2.099999904632568,2.099999904632568,3.400000095367431,2.099999904632568,2.099999904632568,https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L,114.0,3.0,3.0,8730,250,260,1.76,0.14,0.2,1.560999999999999,0.058,0.064,3.474,4.9999999999999996e-06,6e-06,7.4666322676019155,0.33788025059104504,0.421196989555632,0.0,3.5,0.0,1.735,0.07,0.07499999999999901,0.0,1.0,1.0,0.20000000298023202,0.10000000149011601,0.050000000745058004,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
79,MASCARA-4b,MASCARA-4,247.5,1.5,1.700000047683715,112.5,1.700000047683715,1.5,https://ui.adsabs.harvard.edu/abs/arXiv:1904.02733,46.5,1.0,1.0,7800,200,200,1.75,0.05,0.05,1.919999999999999,0.11,0.11,2.823999999999999,0.0,0.0,5.264110639386816,0.5400636695951301,0.5400636695951301,3.1,0.9,0.9,1.53,0.07,0.04,0.0,1.0,1.0,0.699999988079071,-0.20000000298023202,-0.20000000298023202,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,104.0,7.0,13.0,https://ui.adsabs.harvard.edu/abs/arXiv:1904.02733,2,
80,NGTS-2b,NGTS-2,-11.300000190734863,4.800000190734863,4.800000190734863,11.300000190734863,4.800000190734863,4.800000190734863,https://ui.adsabs.harvard.edu/abs/arXiv:1809.07709,15.90999984741211,0.49000000953674305,0.49000000953674305,6450,50,50,1.302,0.034,0.034,1.62,0.08999999999999901,0.08999999999999901,4.511,0.0,0.0,7.752222192975638,0.45475887309287405,0.45475887309287405,0.67,0.08899999999999901,0.08899999999999901,1.536,0.062,0.062,0.0,1.0,1.0,2.700000047683715,0.20000000298023202,0.20000000298023202,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
81,piMenb,pi Men,-24.0,4.099999904632568,4.099999904632568,24.0,4.099999904632568,4.099999904632568,https://ui.adsabs.harvard.edu/abs/arXiv:2007.11564,3.160000085830688,0.270000010728836,0.270000010728836,5998,62,62,1.07,0.04,0.04,1.169999999999999,0.02,0.02,6.267999999999999,0.0,0.0,12.498313967600344,0.259355441477159,0.259355441477159,0.0135,0.0022,0.0022,0.1882,0.0044999999999990005,0.0044999999999990005,0.0,1.0,1.0,2.9800000190734863,1.399999976158142,0.300000011920928,18.299999237060547,1.0,1.0,https://ui.adsabs.harvard.edu/abs/2018MNRAS.480...35Z,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,26.9,5.799999999999999,4.7,https://ui.adsabs.harvard.edu/abs/arXiv:2007.11564,1,
82,Qatar-1b,Qatar-1,-8.399999618530273,7.099999904632568,7.099999904632568,8.399999618530273,7.099999904632568,7.099999904632568,https://ui.adsabs.harvard.edu/abs/2013A&A...554A..28C,1.700000047683715,0.300000011920928,0.300000011920928,4910,100,100,0.8379999999999991,0.042999999999999004,0.041,0.803,0.016,0.016,1.419999999999999,0.0,0.0,6.245128518379511,0.164192313977496,0.160749250742242,1.294,0.051999999999999005,0.049,1.143,0.025999999999999003,0.025,0.0,0.012,0.0,8.899999618530273,3.700000047683715,3.700000047683715,23.69700050354004,0.123000003397464,0.123000003397464,https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
83,Qatar-2b,Qatar-2,0.0,8.0,8.0,0.0,8.0,8.0,https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..394M,2.8,0.5,0.5,4645,50,50,0.7269999999999991,0.024,0.024,0.7033,0.008,0.008,1.337,0.0,0.0,6.531140255331875,0.10442394595274401,0.10442394595274401,2.466,0.062,0.062,1.115,0.012999999999999,0.012999999999999,0.0,0.010999999999999,0.0,9.399999618530273,3.200000047683715,3.200000047683715,18.6,0.5,0.5,https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
84,TOI-1333b,TOI-1333,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,14.199999809265137,0.5,0.5,6274,97,97,1.4639999866485591,0.07599999755620901,0.07900000363588301,1.9249999523162842,0.06400000303983601,0.063000001013278,4.720219,1.1000000000000001e-05,1.1000000000000001e-05,6.980000019073486,0.23999999463558103,0.23000000417232502,2.369999885559082,0.23999999463558103,0.23999999463558103,1.396000027656555,0.056000001728534005,0.054000001400709007,0.072999998927116,0.092000000178813,0.052000001072883,2.329999923706054,0.7099999785423271,0.560000002384185,5.300000190734863,0.158999994397163,0.158999994397163,https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R,51.29999923706055,3.5,3.299999952316284,https://ui.adsabs.harvard.edu/abs/2021arXiv210101726R,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
85,TOI-251b,TOI-251,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,11.5,1.0,1.0,5875,100,-190,1.03600001335144,0.013000000268220001,0.008999999612569,0.880999982357025,0.037999998778104005,0.046999998390674,4.93777,2.8e-05,2.9e-05,14.020000457763672,0.8199999928474421,0.6100000143051141,0.0,1.0,0.0,0.24417473283724003,0.016040676517217002,0.016040676517217002,0.0,0.0,0.0,0.180000007152557,0.140000000596046,0.140000000596046,3.839999914169311,0.47999998927116305,0.47999998927116305,https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z,78.0,7.0,14.0,https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
86,TOI-451b,TOI-451,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,7.900000095367431,0.5,0.5,5550,56,56,0.949999988079071,0.019999999552965,0.019999999552965,0.879000008106231,0.032000001519918005,0.032000001519918005,4.945612999999999,8.3e-05,7.6e-05,6.929999828338623,0.10999999940395301,0.159999996423721,0.015731591699146,0.022024228378805,0.015731591699146,0.17020939108354602,0.010693783680854,0.010693783680854,0.0,0.0,0.0,0.13400000333786002,0.006500000134110001,0.006500000134110001,5.099999904632568,0.10000000149011601,0.10000000149011601,https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N,69.0,11.0,8.0,https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
87,TOI-811b,TOI-811,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,7.110000133514404,0.5,0.5,6107,77,77,1.322999954223632,0.052999999374151,0.06899999827146501,1.269999980926513,0.06400000303983601,0.092000000178813,25.16551,3.5e-05,3.3e-05,31.600000381469727,1.299999952316284,1.200000047683715,59.900001525878906,13.0,8.600000381469727,1.26199996471405,0.061999998986721004,0.061999998986721004,0.509,0.075000002980232,0.075000002980232,0.11699999868869701,0.043000001460313006,0.037000000476837006,3.210000038146972,0.019999999552965,0.019999999552965,https://ui.adsabs.harvard.edu/abs/2020arXiv200913515C,19.6200008392334,3.619999885559082,1.809999942779541,https://ui.adsabs.harvard.edu/abs/2020arXiv200913515C,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
88,TOI-852b,TOI-852,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,14.5,0.5,0.5,5768,84,81,1.320000052452087,0.050000000745058004,0.03999999910593,1.7100000381469722,0.03999999910593,0.03999999910593,4.945612999999999,8.3e-05,7.6e-05,7.920000076293945,0.23999999463558103,0.23000000417232502,53.70000076293945,1.399999976158142,1.299999952316284,0.8289999961853021,0.037000000476837006,0.035000000149011,0.0035999999999990003,0.0043,0.0025,4.039999961853027,0.680000007152557,0.7599999904632561,5.800000190734863,1.389999985694885,1.389999985694885,https://ui.adsabs.harvard.edu/abs/2020arXiv200913515C,73.12000274658203,11.880000114440918,9.859999656677246,https://ui.adsabs.harvard.edu/abs/2020arXiv200913515C,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
89,TOI-942b,TOI-942,0.0,0.0,0.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,14.300000190734863,0.5,0.5,4928,125,85,0.7879999876022331,0.037000000476837006,0.030999999493360002,1.021999955177307,0.017999999225139,0.019999999552965,4.324189999999999,3.0000000000000004e-05,3.0000000000000004e-05,10.119999885559082,0.129999995231628,0.180000007152557,0.0,2.599999904632568,0.0,0.428642500355962,0.017822973465381,0.004188398558537,0.0,0.0,0.0,0.090000003576278,0.070000000298023,0.070000000298023,3.7990000247955322,0.046999998390674,0.046999998390674,https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z,76.0,9.0,11.0,https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
90,TRAPPIST-1b,TRAPPIST-1,15.0,26.0,30.0,15.0,26.0,30.0,https://ui.adsabs.harvard.edu/abs/arXiv:2002.05892,2.039999961853027,0.180000007152557,0.180000007152557,2557,47,47,0.0898,0.0023,0.0023,0.12340000000000001,0.0033,0.0033,1.510999999999999,0.0,0.0,20.0406156966897,0.7247855178032021,0.6906719824685681,0.0032,0.0004,0.0005,0.1,0.002899999999999,0.0028,0.0,0.081,0.0,7.599999904632568,2.200000047683715,2.200000047683715,3.295000076293945,0.0030000000260770004,0.0030000000260770004,https://ui.adsabs.harvard.edu/abs/2017ApJ...841..124V,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
91,TRAPPIST-1e,TRAPPIST-1,9.0,45.0,51.0,9.0,45.0,51.0,https://ui.adsabs.harvard.edu/abs/arXiv:2002.05892,2.039999961853027,0.180000007152557,0.180000007152557,2557,47,47,0.0898,0.0023,0.0023,0.12340000000000001,0.0033,0.0033,6.099,0.0,0.0,50.816030757867104,1.826137605003547,1.747010532461968,0.002399999999999,0.0002,0.0002,0.08119999999999901,0.002399999999999,0.0023,0.0,0.085,0.0,7.599999904632568,2.200000047683715,2.200000047683715,3.295000076293945,0.0030000000260770004,0.0030000000260770004,https://ui.adsabs.harvard.edu/abs/2017ApJ...841..124V,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
92,TRAPPIST-1f,TRAPPIST-1,21.0,32.0,32.0,21.0,32.0,32.0,https://ui.adsabs.harvard.edu/abs/arXiv:2002.05892,2.039999961853027,0.180000007152557,0.180000007152557,2557,47,47,0.0898,0.0023,0.0023,0.12340000000000001,0.0033,0.0033,9.206,0.0,0.0,66.84852331521886,2.401295479693918,2.310547218858082,0.002899999999999,0.0002,0.000299999999999,0.09329999999999901,0.0027,0.0025999999999990002,0.0,0.063,0.0,7.599999904632568,2.200000047683715,2.200000047683715,3.295000076293945,0.0030000000260770004,0.0030000000260770004,https://ui.adsabs.harvard.edu/abs/2017ApJ...841..124V,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
93,TrES-1b,TrES-1,30.0,21.0,21.0,30.0,21.0,21.0,https://ui.adsabs.harvard.edu/abs/2007PASJ...59..763N,1.299999952316284,0.300000011920928,0.300000011920928,5226,50,50,0.892,0.049,0.049,0.8179999999999991,0.021,0.021,3.029999999999999,0.0,0.0,10.373663507100643,0.32672907706720605,0.32672907706720605,0.761,0.050999999999999004,0.050999999999999004,1.099,0.035,0.035,0.0,0.012,0.0,3.7,3.399999999999999,2.799999999999999,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
94,TrES-2b,TrES-2,-9.0,12.0,12.0,9.0,12.0,12.0,https://ui.adsabs.harvard.edu/abs/2008ApJ...682.1283W,1.0,0.600000023841857,0.600000023841857,5850,50,50,0.9909999999999991,0.057,0.057,0.9639999999999991,0.017999999999999003,0.017999999999999003,2.471,0.0,0.0,7.957093380712044,0.210744794128628,0.210744794128628,1.206,0.049,0.049,1.193,0.023,0.023,0.0,0.0028,0.0,5.0,2.7,2.1,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
95,TrES-4b,TrES-4,6.300000190734863,4.699999809265136,4.699999809265136,6.300000190734863,4.699999809265136,4.699999809265136,https://ui.adsabs.harvard.edu/abs/2010PASJ...62..653N,8.100000381469727,1.100000023841857,1.100000023841857,6295,65,65,1.45,0.05,0.05,1.81,0.08,0.08,3.553999999999999,0.0,0.0,6.130550949398504,0.27739892338383404,0.27739892338383404,0.49399999999999905,0.035,0.035,1.838,0.081,0.08999999999999901,0.0,0.014999999999999002,0.0,2.2,0.4,0.4,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
96,WASP-100b,WASP-100,79.0,19.0,10.0,79.0,19.0,10.0,https://ui.adsabs.harvard.edu/abs/arXiv:1809.00314,12.800000190734863,2.299999952316284,2.200000047683715,6940,120,120,1.47,0.059999999999999006,0.05,1.669999999999999,0.17999999999999902,0.11,2.849,0.0,0.0,5.5370744602850746,0.8779067031994561,0.531274260789785,2.029999999999999,0.12,0.12,1.399999999999999,0.2,0.29999999999999905,0.0,0.043999999999999005,0.0,1.57,0.29999999999999905,0.2,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
97,WASP-103b,WASP-103,3.0,33.0,33.0,3.0,33.0,33.0,https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A,6.5,2.0,2.0,6110,160,160,1.205,0.096,0.117,1.413,0.041,0.048,0.926,0.0,0.0,3.011840796594735,0.11789989634381001,0.142315938217931,1.47,0.11,0.13,1.645999999999999,0.051999999999999005,0.059999999999999006,0.0,0.14999999999999902,0.0,4.0,1.0,1.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
98,WASP-107b,WASP-107,92,35,3,95,35,6,https://ui.adsabs.harvard.edu/abs/2021arXiv210109371R,2.5,0.8000000119209281,0.8000000119209281,4425,70,70,0.683,0.017,0.016,0.67,0.02,0.02,5.721,0.0,0.0,17.749196927517776,0.6743993184980901,0.6743993184980901,0.096,0.005,0.005,0.924,0.021999999999999003,0.021999999999999003,0.05999999865889501,0.03999999910593,0.03999999910593,6.900000095367431,3.700000047683715,3.400000095367431,17.100000381469727,1.0,1.0,https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A,28.170000076293945,40.380001068115234,-20.040000915527344,https://ui.adsabs.harvard.edu/abs/2021arXiv210109371R,92.5999984741211,30.70000457763672,1.799995422363281,https://ui.adsabs.harvard.edu/abs/2021arXiv210109371R,2,
99,WASP-109b,WASP-109,99.0,10.0,9.0,99.0,10.0,9.0,https://ui.adsabs.harvard.edu/abs/arXiv:1809.00314,18.899999618530273,2.400000095367431,2.299999952316284,6520,140,140,1.203,0.08999999999999901,0.08999999999999901,1.346,0.043999999999999005,0.043999999999999005,3.319,0.0,0.0,7.39714804146139,0.298926014020234,0.298926014020234,0.91,0.13,0.13,1.443,0.052999999999999006,0.052999999999999006,0.0,0.32,0.0,2.599999904632568,0.8999999761581421,0.8999999761581421,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
100,WASP-111b,WASP-111,-5.0,16.0,16.0,5.0,16.0,16.0,https://ui.adsabs.harvard.edu/abs/arXiv:1410.3449,11.119999885559082,0.769999980926513,0.769999980926513,6400,150,150,1.5,0.11,0.11,1.85,0.1,0.1,2.310999999999999,0.0,0.0,4.549644595941944,0.271028955028255,0.271028955028255,1.83,0.14999999999999902,0.14999999999999902,1.443,0.094,0.094,0.0,0.1,0.0,2.599999904632568,0.600000023841857,0.600000023841857,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
101,WASP-117b,WASP-117,-46.900001525878906,5.5,4.800000190734863,46.900001525878906,4.800000190734863,5.5,https://ui.adsabs.harvard.edu/abs/arXiv:2006.05382,1.460000038146972,0.140000000596046,0.140000000596046,6040,90,90,1.125999999999999,0.029,0.029,1.169999999999999,0.067,0.058999999999999005,10.022,0.0,0.0,17.385522326401713,1.007481252162798,0.8886486578764881,0.2755,0.008999999999999,0.008999999999999,1.020999999999999,0.07599999999999901,0.065,0.29999999999999905,0.025999999999999003,0.025999999999999003,4.599999999999999,2.0,2.0,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0.0,0.0,0.0,https://ui.adsabs.harvard.edu/abs/-,0,
